"predictions","Actual","predictions_type","AUC","Fold","Model","method"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"1",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",1,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"1",1,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"1",1,"testing",0.839285714285714,2,"3lasso","2__3lasso"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"0",0,"training",0.910714285714286,2,"4KNN","2__4KNN"
"1",1,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"1",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",1,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"1",1,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"1",1,"testing",0.839285714285714,2,"4KNN","2__4KNN"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"0",0,"training",0.919642857142857,2,"5SVM","2__5SVM"
"1",1,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"1",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",1,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",1,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"1",1,"testing",0.714285714285714,2,"5SVM","2__5SVM"
"0",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",0,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"0",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
"1",1,"training",0.910714285714286,2,"6Decision Tree","2__6Decision Tree"
